security_no,symbol,isin,isin_derived,isin_matches_derived,name_en,name_he,symbol_he,sub_type,issuer_id,yahoo_ticker
1140102,ASHG.B3,IL0011401028,IL0011401028,True,ASHTROM GRUP B3,אשטרום קב אגח ג,אשקב.ק3,Corporate Bonds,1618,ASHG-B3.TA
1140151,NVLG,IL0011401515,IL0011401515,True,NOVOLOG,נובולוג,נבלג,Shares,1677,NVLG.TA
1140193,GOI0347,IL0011401937,IL0011401937,True,ILGOV 3.75 3/47,ממשל שקלית 0347,ממשק0347,Government Bonds,926,GOI0347.TA
1140276,RPL.B3-I,IL0011402760,IL0011402760,True,RAFAEL B3-I,רפאל אגח ג-רמ,רפל.ק3רמ,Corporate Bonds TASE UP,1315,RPL-B3-I.TA
1140284,RPL.B4-I,IL0011402844,IL0011402844,True,REFAEL B4-I,רפאל אגח ד-רמ,רפל.ק4רמ,Corporate Bonds TASE UP,1315,RPL-B4-I.TA
1140573,MNRT,IL0011405730,IL0011405730,True,MENIVIM REIT,מניבים ריט,מנרט,Shares,1679,MNRT.TA
1140607,BLSR.B6,IL0011406076,IL0011406076,True,BLUE SQREES B6,רבוע נדלן אגח ו,רבנד.ק6,Corporate Bonds,1349,BLSR-B6.TA
1140615,BLSR.B7,IL0011406159,IL0011406159,True,BLUE SQ REES B7,רבוע נדלן אגח ז,רבנד.ק7,Corporate Bonds,1349,BLSR-B7.TA
1140847,CPI0527,IL0011408478,IL0011408478,True,ILCPI0.75% 0527,ממשל צמודה 0527,ממצמ0527,Government Bonds,954,CPI0527.TA
1140946,LSCO,IL0011409468,IL0011409468,True,LESICO,לסיכו,לסכו,Shares,1680,LSCO.TA
1141050,BIG.B9,IL0011410508,IL0011410508,True,BIG B9,ביג אגח ט,ביג.ק9,Corporate Bonds,1327,BIG-B9.TA
1141316,GKL,IL0011413163,IL0011413163,True,GLOBAL KNAFAIM,גלובל כנפיים,גלכנ,Shares,1559,GKL.TA
1141324,ORMP,US68403P2039,IL0011413247,False,ORAMED PHARM,אורמד פארמ,ארמד,Shares,1691,ORMP.TA
1141332,TMRP.B1,IL0011413320,IL0011413320,True,TAMAR PETRO B1,תמר פטרו אגח א,תמרפ.ק1,Corporate Bonds,1689,TMRP-B1.TA
1141357,TMRP,IL0011413577,IL0011413577,True,TAMAR PET,תמר פטרוליום,תמרפ,Shares,1689,TMRP.TA
1141464,MRIN,IL0011414641,IL0011414641,True,MORE INVEST,מור השקעות,מרהש,Shares,1692,MRIN.TA
1141571,OPCE,IL0011415713,IL0011415713,True,OPC ENERGY,או פי סי אנרגיה,אפסא,Shares,1682,OPCE.TA
1141696,MGOR.B7,IL0011416968,IL0011416968,True,MEGA OR B7,מגה אור אגח ז,מגאר.ק7,Corporate Bonds,1450,MGOR-B7.TA
1141829,CRSM.B3,IL0011418295,IL0011418295,True,CARASSO MOT B3,קרסו מוט' אגח ג,קרסמ.ק3,Corporate Bonds,1585,CRSM-B3.TA
1141852,FTEU.B3,IL0011418527,IL0011418527,True,FATTAL EURO B3,פתאל אירו אגח ג,פתאר.ק3,Corporate Bonds,1661,FTEU-B3.TA
1141951,SPEN.B2,IL0011419517,IL0011419517,True,SHAPIR ENG B2,שפיר הנדס אגח ב,שפהנ.ק2,Corporate Bonds,1633,SPEN-B2.TA
1141969,NVPT,IL0011419699,IL0011419699,True,NAVITAS PTRO PU,נאוויטס פטר יהש,נאפט,Participating unit ,1688,NVPT.TA
1142231,AFPR.B8,IL0011422313,IL0011422313,True,AFI PROP B8,אפי נכסים אגח ח,אפנכ.ק8,Corporate Bonds,1172,AFPR-B8.TA
1142421,YACO,IL0011424210,IL0011424210,True,YACOBI GROUP,יעקובי קבוצה,יעקב,Shares,1703,YACO.TA
1142454,ELMR,IL0011424541,IL0011424541,True,ELMOR,אלמור חשמל,אלמר,Shares,1704,ELMR.TA
1142538,IBITEC.F,IL0011425381,IL0011425381,True,IBITEC FUND,איביאי טכ עילית,אבאטכ.קט,HiTech Fund,1715,IBITEC-F.TA
1142587,HLMS,IL0011425878,IL0011425878,True,HOLMES PLACE,הולמס פלייס,הלמס,Shares,1706,HLMS.TA
1142595,PAZ.B7,IL0011425951,IL0011425951,True,PAZ ENERGY B7,פז אנרגיה אגח ז,פז.ק7,Corporate Bonds,1363,PAZ-B7.TA
1142629,GRON.B7,IL0011426298,IL0011426298,True,GIRON B7,גירון אגח ז,גירון.ק7,Corporate Bonds,1130,GRON-B7.TA
1143080,CEL.B12,IL0011430803,IL0011430803,True,CELCOM B12,סלקום אגח יב,סלקם.ק12,Corporate Bonds,2066,CEL-B12.TA
1143122,HRIS.B14,IL0011431223,IL0011431223,True,HAREL ISSUE B14,הראל הנפ אגח יד,הרהנ.ק14,Corporate Bonds,1367,HRIS-B14.TA
1143130,HRIS.B15,IL0011431306,IL0011431306,True,HAREL ISSUE B15,הראל הנפ אגח טו,הרהנ.ק15,Corporate Bonds,1367,HRIS-B15.TA
1143379,ORIN.B2,IL0011433799,IL0011433799,True,ORIAN B2,אוריין אגח ב,אורן.ק2,Corporate Bonds,1425,ORIN-B2.TA
1143395,SMT.B10,IL0011433955,IL0011433955,True,SUMMIT B10,סאמיט אגח י,סמט.ק10,Corporate Bonds,1060,SMT-B10.TA
1143411,MNMO.B5,IL0011434110,IL0011434110,True,MNORAMIV HO B5,מנורה הון התח ה,מנמה.ק5,Corporate Bonds,1431,MNMO-B5.TA
1143429,FTAL,IL0011434292,IL0011434292,True,FATTAL HOLD,פתאל החזקות,פתאל,Shares,1621,FTAL.TA
1143585,AMDR.B1,IL0011435851,IL0011435851,True,AMIDAR B1,עמידר אגח א,עמדר.ק1,Corporate Bonds,1728,AMDR-B1.TA
1143619,RANI,IL0011436198,IL0011436198,True,RANI ZIM,רני צים,רנצם,Shares,1588,RANI.TA
1143635,HGGE,IL0011436354,IL0011436354,True,HAGAG EURO,חג'ג' אירופה,חגגא,Shares,1722,HGGE.TA
1143700,TCH.F1,IL0011437006,IL0011437006,True,Tachlit SAL (40) TA 35 IL,"תכלית סל (40) ת""א 35",תכל.ס1,ETF Fund - Equity,1734,TCH-F1.TA
1143718,TCH.F2,IL0011437188,IL0011437188,True,Tachlit SAL (40) TA 125 IL,"תכלית סל (40) ת""א 125",תכל.ס2,ETF Fund - Equity,1734,TCH-F2.TA
1143726,TCH.F3,IL0011437261,IL0011437261,True,Tachlit SAL (40) INDEX ISRAEL BANKS IL,תכלית סל (40) אינדקס בנקים ישראל,תכל.ס3,ETF Fund - Equity,1734,TCH-F3.TA
1143734,TCH.F4,IL0011437345,IL0011437345,True,Tachlit SAL (4A) NASDAQ 100 Currency-Hedged,"תכלית סל (4A)י NASDAQ 100 מנוטרלת מט""ח",תכל.ס4,ETF Fund - Equity,1734,TCH-F4.TA
1143742,TCH.F5,IL0011437428,IL0011437428,True,Tachlit SAL (4A) Hang Seng China 100 Currency-Hedged,"תכלית סל (4A)י Hang Seng China מנוטרלת מט""ח",תכל.ס5,ETF Fund - Equity,1734,TCH-F5.TA
1143767,TCH.F7,IL0011437675,IL0011437675,True,Tachlit SAL (40) EURO STOXX 50 Currency-Hedged,"תכלית סל (4A)י EURO STOXX 50 מנוטרלת מט""ח",תכל.ס7,ETF Fund - Equity,1734,TCH-F7.TA
1143783,TCH.F9,IL0011437832,IL0011437832,True,Tachlit SAL (40) TA 90 IL,"תכלית סל (40) ת""א 90",תכל.ס9,ETF Fund - Equity,1734,TCH-F9.TA
1143791,TCH.F10,IL0011437915,IL0011437915,True,Tachlit SAL (00) Tel Bond 20 CPI-Linked IL,תכלית סל (00) תל בונד 20 צמודות,תכל.ס10,ETF - Bonds,1734,TCH-F10.TA
1143817,TCH.F11,IL0011438178,IL0011438178,True,Tachlit SAL (4A) S&P 500 Currency-Hedged,"תכלית סל (4A)י S&P 500 מנוטרלת מט""ח",תכל.ס11,ETF Fund - Equity,1734,TCH-F11.TA
1143825,TCH.F12,IL0011438251,IL0011438251,True,Tachlit SAL (4A) DAX Currency-Hedged,"תכלית סל (4A)י DAX מנוטרלת מט""ח",תכל.ס12,ETF Fund - Equity,1734,TCH-F12.TA
1143833,TCH.F101,IL0011438335,IL0011438335,True,Tachlit SAL (4A) STOXX Europe 600 EURO Hedged,תכלית סל (4A)י STOXX Europe 600 מנוטרלת אירו,תכל.ס101,ETF Fund - Equity,1734,TCH-F101.TA
1143841,TCH.F50,IL0011438418,IL0011438418,True,Tachlit SAL (4D) S&P Financial,תכלית סל (4D) ‏S&P Financial,תכל.ס50,ETF Fund - Equity,1734,TCH-F50.TA
1143858,TCH.F51,IL0011438582,IL0011438582,True,Tachlit SAL (4A) S&P Industrial Currency-Hedged,"תכלית סל (4A)י S&P Industrial מנוטרלת מט""ח",תכל.ס51,ETF Fund - Equity,1734,TCH-F51.TA
1143866,TCH.F102,IL0011438665,IL0011438665,True,Tachlit SAL (4A) MSCI World U.S.D Hedged,תכלית סל (4A)י MSCI World מנוטרלת דולר,תכל.ס102,ETF Fund - Equity,1734,TCH-F102.TA
1143882,TCH.F52,IL0011438822,IL0011438822,True,Tachlit SAL (4A) comp S&PConsumer (50%) S&PStaples (50%) Currency-Hedged Monthly,"תכלית סל (4A) משולבת S&P Consumer י(50%) S&P Staples י(50%) מנוטרלת מט""ח חודשי",תכל.ס52,ETF Fund - Equity,1734,TCH-F52.TA
1143957,TCH.F55,IL0011439572,IL0011439572,True,Tachlit SAL (4D) S&P Consumer Discretionary,תכלית סל (4D) ‏S&P Consumer Discretionary,תכל.ס55,ETF Fund - Equity,1734,TCH-F55.TA
1143965,TCH.F56,IL0011439655,IL0011439655,True,Tachlit SAL (4A) S&P Technology Currency-Hedged,"תכלית סל (4A)י S&P Technology מנוטרלת מט""ח",תכל.ס56,ETF Fund - Equity,1734,TCH-F56.TA
1143981,TCH.F57,IL0011439812,IL0011439812,True,Tachlit SAL (4D) S&P Consumer Staples,תכלית סל (4D) ‏S&P Consumer Staples,תכל.ס57,ETF Fund - Equity,1734,TCH-F57.TA
1143999,TCH.F58,IL0011439994,IL0011439994,True,Tachlit SAL (4D) S&P Health Care,תכלית סל (4D) ‏S&P Health Care,תכל.ס58,ETF Fund - Equity,1734,TCH-F58.TA
1144013,TCH.F104,IL0011440133,IL0011440133,True,Tachlit SAL (0B) Tel Bond-Composite IL,תכלית סל (0B) תל בונד מאגר,תכל.ס104,ETF - Bonds,1734,TCH-F104.TA
1144054,TCH.F108,IL0011440547,IL0011440547,True,Tachlit SAL (4A) CAC 40 Currency-Hedged,"תכלית סל (4A)י CAC 40 מנוטרלת מט""ח",תכל.ס108,ETF Fund - Equity,1734,TCH-F108.TA
1144104,TCH.F113,IL0011441040,IL0011441040,True,Tachlit SAL (4D) DAX,תכלית סל (4D) ‏‏‏DAX,תכל.ס113,ETF Fund - Equity,1734,TCH-F113.TA
1144112,TCH.F114,IL0011441123,IL0011441123,True,Tachlit SAL (4D) MSCI India,תכלית סל (4D)‏ MSCI India,תכל.ס114,ETF Fund - Equity,1734,TCH-F114.TA
1144161,TCH.F118,IL0011441610,IL0011441610,True,Tachlit SAL (40) TA Finance IL,"תכלית סל (40) ת""א פיננסים",תכל.ס118,ETF Fund - Equity,1734,TCH-F118.TA
1144237,TCH.F124,IL0011442378,IL0011442378,True,Tachlit SAL (4D) MSCI AC World,תכלית סל (4D) ‏‏‏MSCI AC World,תכל.ס124,ETF Fund - Equity,1734,TCH-F124.TA
1144252,TCH.F63,IL0011442527,IL0011442527,True,Tachlit SAL (4D) ISE Cyber Security,תכלית סל (4D) ‏ISE Cyber Security,תכל.ס63,ETF Fund - Equity,1734,TCH-F63.TA
1144260,TCH.F64,IL0011442600,IL0011442600,True,Tachlit SAL (00)(!) Tel Bond-Yield NIS IL,תכלית סל (00)(!) תל בונד תשואות שקל,תכל.ס64,ETF - Bonds,1734,TCH-F64.TA
1144278,TCH.F65,IL0011442782,IL0011442782,True,Tachlit SAL (4D) S&P Energy,תכלית סל (4D) ‏S&P Energy,תכל.ס65,ETF Fund - Equity,1734,TCH-F65.TA
1144310,TCH.F69,IL0011443103,IL0011443103,True,Tachlit SAL (4D) S&P Aerospace & Defense,תכלית סל (4D) ‏S&P Aerospace & Defense,תכל.ס69,ETF Fund - Equity,1734,TCH-F69.TA
1144336,TCH.F71,IL0011443368,IL0011443368,True,Tachlit SAL (4A) MSCI AC World U.S.D Hedged,תכלית סל (4A) ‏‏MSCI AC World מנוטרלת דולר,תכל.ס71,ETF Fund - Equity,1734,TCH-F71.TA
1144377,TCH.F75,IL0011443772,IL0011443772,True,Tachlit SAL (00)(!) Tel Bond-Global Shekel IL,תכלית סל (00)(!) תל בונד גלובל שקלי,תכל.ס75,ETF - Bonds,1734,TCH-F75.TA
1144385,TCH.F76,IL0011443855,IL0011443855,True,Tachlit SAL (4D) S&P 500,תכלית סל (4D) ‏‏S&P 500,תכל.ס76,ETF Fund - Equity,1734,TCH-F76.TA
1144401,TCH.F77,IL0011444010,IL0011444010,True,Tachlit SAL (4D) NASDAQ 100,תכלית סל (4D) ‏‏‏NASDAQ 100,תכל.ס77,ETF Fund - Equity,1734,TCH-F77.TA
1144419,TCH.F78,IL0011444192,IL0011444192,True,Tachlit SAL (4D) NIKKEI 225,תכלית סל (4D) ‏‏‏‏NIKKEI 225,תכל.ס78,ETF Fund - Equity,1734,TCH-F78.TA
1144427,TCH.F79,IL0011444275,IL0011444275,True,Tachlit SAL (4D) EURO STOXX 50,תכלית סל (4D) ‏‏EURO STOXX 50,תכל.ס79,ETF Fund - Equity,1734,TCH-F79.TA
1144450,TCH.F128,IL0011444507,IL0011444507,True,Tachlit SAL (4D) MSCI Emerging Markets,תכלית סל (4D) ‏‏‏MSCI Emerging Markets,תכל.ס128,ETF Fund - Equity,1734,TCH-F128.TA
1144468,TCH.F129,IL0011444689,IL0011444689,True,Tachlit SAL (4A) NIKKEI 225 Currency-Hedged,"תכלית סל (4A)י NIKKEI 225 מנוטרלת מט""ח",תכל.ס129,ETF Fund - Equity,1734,TCH-F129.TA
1144484,TCH.F131,IL0011444846,IL0011444846,True,Tachlit SAL (4D) Russell 2000,תכלית סל (4D) ‏‏‏Russell 2000,תכל.ס131,ETF Fund - Equity,1734,TCH-F131.TA
1144518,TCH.F134,IL0011445181,IL0011445181,True,Tachlit SAL (4D) composite US Equity Monthly,תכלית סל (4D) משולבת מניות ארהב חודשי,תכל.ס134,ETF Fund - Equity,1734,TCH-F134.TA
1144526,TCH.F80,IL0011445264,IL0011445264,True,Tachlit SAL (4D) NASDAQ Biotechnology,תכלית סל (4D) ‏‏‏NASDAQ Biotechnology,תכל.ס80,ETF Fund - Equity,1734,TCH-F80.TA
1144534,TCH.F81,IL0011445348,IL0011445348,True,Tachlit SAL (4D) Future Bloomberg Brent Crude,תכלית סל (4D) חוזה Bloomberg Brent Crude,תכל.ס81,ETF - Bonds,1734,TCH-F81.TA
1144542,TCH.F82,IL0011445421,IL0011445421,True,Tachlit SAL (4D) Future Bloomberg Silver,תכלית סל (4D) חוזה ‏Bloomberg Silver,תכל.ס82,ETF - Bonds,1734,TCH-F82.TA
1144559,TCH.F83,IL0011445595,IL0011445595,True,Tachlit SAL (40) TA REAL-ESTATE IL,"תכלית סל (40) ת""א נדל""ן",תכל.ס83,ETF Fund - Equity,1734,TCH-F83.TA
1144575,TCH.F85,IL0011445751,IL0011445751,True,Tachlit SAL (40) TA Growth IL,"תכלית סל (40) ת""א צמיחה",תכל.ס85,ETF Fund - Equity,1734,TCH-F85.TA
1144591,TCH.F87,IL0011445918,IL0011445918,True,Tachlit SAL (00) Tel Gov-CPI-Linked 0-2 Years IL,תכלית סל (00) תל גוב-צמודות 0-2,תכל.ס87,ETF - Bonds,1734,TCH-F87.TA
1144609,TCH.F88,IL0011446098,IL0011446098,True,Tachlit SAL (00) Tel Gov-Non-Linked Fixed Int 0-2 Years IL,תכלית סל (00) תל גוב-שקלי 0-2,תכל.ס88,ETF - Bonds,1734,TCH-F88.TA
1144633,TCH.F91,IL0011446338,IL0011446338,True,Tachlit SAL (00) Tel Gov-Short Term Treasury Bill IL,"תכלית סל (00) תל גוב-מק""מ",תכל.ס91,ETF - Bonds,1734,TCH-F91.TA
1144658,TCH.F93,IL0011446585,IL0011446585,True,Tachlit SAL (60) Leveraged*2 TA 35 Monthly IL,"תכלית סל (60) ממונפת ת""א 35 פי 2 חודשי",תכל.ס93,ETF Fund - Equity,1734,TCH-F93.TA
1144666,TCH.F94,IL0011446668,IL0011446668,True,Tachlit SAL (4D) LBMA Gold Price AM,תכלית סל (4D) ‏‏‏LBMA Gold Price AM,תכל.ס94,ETF - Bonds,1734,TCH-F94.TA
1144690,TCH.F97,IL0011446908,IL0011446908,True,Tachlit SAL (00) Tel Bond-CPI Linked SmallCap IL,תכלית סל (00) תל בונד צמודות-יתר,תכל.ס97,ETF - Bonds,1734,TCH-F97.TA
1144708,TCH.F98,IL0011447088,IL0011447088,True,Tachlit SAL (60) Long Leveraged*3 TA 35 Monthly IL,"תכלית סל (60) ממונפת ת""א 35 פי 3 חודשי",תכל.ס98,ETF Fund - Equity,1734,TCH-F98.TA
1144716,TCH.F99,IL0011447161,IL0011447161,True,Tachlit SAL (60) Short Leveraged*2 TA 35 Monthly IL,"תכלית סל (60) ממונפת בחסר ת""א 35 פי 2 חודשי",תכל.ס99,ETF Fund - Equity,1734,TCH-F99.TA
1144724,TCH.F100,IL0011447245,IL0011447245,True,Tachlit SAL (4D) STOXX Europe 600,תכלית סל (4D)י STOXX Europe 600,תכל.ס100,ETF Fund - Equity,1734,TCH-F100.TA
1144773,UNMI,IL0011447732,IL0011447732,True,UNIVERSAL,יוניברסל מוטורס,יומי,Shares,2072,UNMI.TA
1144807,TCH.F136,IL0011448078,IL0011448078,True,Tachlit SAL (40) TA Oil & GAS IL,"תכלית סל (40) ת""א נפט וגז",תכל.ס136,ETF Fund - Equity,1734,TCH-F136.TA
1144823,TCH.F138,IL0011448235,IL0011448235,True,Tachlit SAL (00) Tel Bond-CPI Linked Bank Without COCO IL,תכלית סל (00) תל בונד צמודות-בנקים ללא COCO,תכל.ס138,ETF - Bonds,1734,TCH-F138.TA
1144831,TCH.F139,IL0011448318,IL0011448318,True,Tachlit SAL (4A) DJ Internet Composite Currency-Hedged,"תכלית סל (4A) ‏‏‏DJ Internet Composite מנוטרלת מט""ח",תכל.ס139,ETF Fund - Equity,1734,TCH-F139.TA
1144849,TCH.F140,IL0011448490,IL0011448490,True,Tachlit SAL (4A) S&P Financial Currency-Hedged,"תכלית סל (4A)י S&P Financial מנוטרלת מט""ח",תכל.ס140,ETF Fund - Equity,1734,TCH-F140.TA
1144856,TCH.F141,IL0011448565,IL0011448565,True,Tachlit SAL (4A) FTSE 250 Currency-Hedged,"תכלית סל (4A)י FTSE 250 מנוטרלת מט""ח",תכל.ס141,ETF Fund - Equity,1734,TCH-F141.TA
1144906,TCH.F146,IL0011449068,IL0011449068,True,Tachlit SAL (4D) S&P 500 Dividend Aristocrats,תכלית סל (4D) ‏‏‏S&P 500 Dividend Aristocrats,תכל.ס146,ETF Fund - Equity,1734,TCH-F146.TA
1144914,TCH.F147,IL0011449142,IL0011449142,True,Tachlit SAL (4A) S&P 500 Dividend Aristocrats Currency-Hedged,"תכלית סל (4A)י S&P 500 Dividend Aristocrats מנוטרלת מט""ח",תכל.ס147,ETF Fund - Equity,1734,TCH-F147.TA
1144948,TCH.F150,IL0011449480,IL0011449480,True,Tachlit SAL (4A) IPOX 100 US Currency-Hedged,"תכלית סל (4A)י IPOX 100 US מנוטרלת מט""ח",תכל.ס150,ETF Fund - Equity,1734,TCH-F150.TA
1144955,TCH.F151,IL0011449555,IL0011449555,True,Tachlit SAL (4A) S&P MidCap 400 Currency-Hedged,"תכלית סל (4A)י S&P MidCap 400 מנוטרלת מט""ח",תכל.ס151,ETF Fund - Equity,1734,TCH-F151.TA
1144971,TCH.F14,IL0011449712,IL0011449712,True,Tachlit SAL (00) Tel Gov-Non-Linked IL,תכלית סל (00) תל גוב-לא צמודות,תכל.ס14,ETF - Bonds,1734,TCH-F14.TA
1144997,TCH.F16,IL0011449977,IL0011449977,True,Tachlit SAL (4D) composite Gov. Bond (80%) Foreign Equity (20%) Monthly IL,תכלית סל (4D) משולבת ‏‏אגח ממשלתי (80%) מניות חול (20%) חודשי,תכל.ס16,ETF - Bonds,1734,TCH-F16.TA
1145036,TCH.F20,IL0011450363,IL0011450363,True,Tachlit SAL (40) TEL DIV IL,תכלית סל (40) תל דיב,תכל.ס20,ETF Fund - Equity,1734,TCH-F20.TA
1145044,TCH.F21,IL0011450447,IL0011450447,True,Tachlit SAL (40) SME60 IL,"תכלית סל (40) ת""א SME60",תכל.ס21,ETF Fund - Equity,1734,TCH-F21.TA
1145085,TCH.F25,IL0011450850,IL0011450850,True,Tachlit SAL (00) Tel Gov-CPI-Linked 2-5 Years IL,תכלית סל (00) תל גוב-צמודות 2-5,תכל.ס25,ETF - Bonds,1734,TCH-F25.TA
1145093,TCH.F26,IL0011450934,IL0011450934,True,Tachlit SAL (00) Tel Bond 40 CPI-Linked IL,תכלית סל (00) תל בונד 40 צמודות,תכל.ס26,ETF - Bonds,1734,TCH-F26.TA
1145101,TCH.F27,IL0011451015,IL0011451015,True,Tachlit SAL (00) Tel Bond 60 CPI-Linked IL,תכלית סל (00) תל בונד 60 צמודות,תכל.ס27,ETF - Bonds,1734,TCH-F27.TA
1145127,TCH.F29,IL0011451270,IL0011451270,True,Tachlit SAL (4A) FTSE 100 Currency-Hedged,"תכלית סל (4A)י FTSE 100 מנוטרלת מט""ח",תכל.ס29,ETF Fund - Equity,1734,TCH-F29.TA
1145150,TCH.F31,IL0011451502,IL0011451502,True,Tachlit SAL (00) Tel Gov-Non-Linked Fixed Int 2-5 Years IL,תכלית סל (00) תל גוב-שקלי 2-5,תכל.ס31,ETF - Bonds,1734,TCH-F31.TA
1145168,TCH.F32,IL0011451684,IL0011451684,True,Tachlit SAL (00) Tel Gov-Non-Linked Fixed Int 5+ Years IL,תכלית סל (00) תל גוב-שקלי 5+,תכל.ס32,ETF - Bonds,1734,TCH-F32.TA
1145176,TCH.F33,IL0011451767,IL0011451767,True,Tachlit SAL (00) Tel Gov-CPI-Linked 5-10 Years IL,תכלית סל (00) תל גוב-צמודות 5-10,תכל.ס33,ETF - Bonds,1734,TCH-F33.TA
1145184,TCH.F34,IL0011451841,IL0011451841,True,Tachlit SAL (00) Tel Bond-Shekel IL,תכלית סל (00) תל בונד שקלי,תכל.ס34,ETF - Bonds,1734,TCH-F34.TA
1145234,TCH.F39,IL0011452344,IL0011452344,True,Tachlit SAL (4A) Russell 2000 Currency-Hedged,"תכלית סל (4A)י Russell 2000 מנוטרלת מט""ח",תכל.ס39,ETF Fund - Equity,1734,TCH-F39.TA
1145242,TCH.F40,IL0011452427,IL0011452427,True,Tachlit SAL (4A) composite INT. Equity Currency-Hedged Monthly,"תכלית סל (4A) משולבת מניות חול מנוטרלת מט""ח חודשי",תכל.ס40,ETF Fund - Equity,1734,TCH-F40.TA
1145259,TCH.F41,IL0011452591,IL0011452591,True,Tachlit SAL (00)(!) Tel Bond-Yields Linked IL,תכלית סל (00)(!) תל בונד-תשואות צמודות,תכל.ס41,ETF - Bonds,1734,TCH-F41.TA
1145283,TCH.F44,IL0011452831,IL0011452831,True,Tachlit SAL (4D) MDAX,תכלית סל (4D)‏ MDAX,תכל.ס44,ETF Fund - Equity,1734,TCH-F44.TA
1145309,TCH.F46,IL0011453094,IL0011453094,True,Tachlit SAL (4D) MDAX Currency-Hedged,"תכלית סל (4A)י MDAX מנוטרלת מט""ח",תכל.ס46,ETF Fund - Equity,1734,TCH-F46.TA
1145333,TCH.F49,IL0011453334,IL0011453334,True,Tachlit SAL (4A) S&P Health Care Currency-Hedged,"תכלית סל (4A)י S&P Health Care מנוטרלת מט""ח",תכל.ס49,ETF Fund - Equity,1734,TCH-F49.TA
1145564,IPC.B1,IL0011455644,IL0011455644,True,ISRAEL PORTS B1,נמלי ישראל אגחא,חני.ק1,Corporate Bonds,1739,IPC-B1.TA
1145572,IPC.B2,IL0011455727,IL0011455727,True,ISRAEL PORTS B2,נמלי ישראל אגחב,חני.ק2,Corporate Bonds,1739,IPC-B2.TA
1145713,KSM.F60,IL0011457137,IL0011457137,True,KSM ETF (4D) Russell 2000,קסם Russell 2000 (4D) ETF,קסם.ס60,ETF Fund - Equity,1733,KSM-F60.TA
1145739,KSM.F62,IL0011457392,IL0011457392,True,KSM ETF (00) Tel Gov-CPI-Linked 5-10,קסם ETFי (00) תל גוב- צמודות 5-10,קסם.ס62,ETF - Bonds,1733,KSM-F62.TA
1145747,KSM.F63,IL0011457475,IL0011457475,True,KSM ETF (4D)(!) MSCI India,קסם MSCI India (!)(4D) ETF,קסם.ס63,ETF Fund - Equity,1733,KSM-F63.TA
1145754,KSM.F64,IL0011457541,IL0011457541,True,KSM ETF (4D)(!) KOSPI 200,קסם KOSPI 200 (!)(4D) ETF,קסם.ס64,ETF Fund - Equity,1733,KSM-F64.TA
1145804,KSM.F67,IL0011458044,IL0011458044,True,KSM ETF (4D) MSCI World,קסם MSCI World (4D) ETF,קסם.ס67,ETF Fund - Equity,1733,KSM-F67.TA
1145812,KSM.F68,IL0011458127,IL0011458127,True,KSM ETF (4D) MSCI Emerging Markets,קסם MSCI Emerging Markets (4D) ETF,קסם.ס68,ETF Fund - Equity,1733,KSM-F68.TA
1145820,KSM.F6,IL0011458200,IL0011458200,True,KSM ETF (4D) LBMA Gold Price PM USD,קסם LBMA Gold Price PM USD (4D) ETF,קסם.ס6,ETF - Bonds,1733,KSM-F6.TA
1145838,KSM.F69,IL0011458382,IL0011458382,True,KSM ETF (4D) MSCI AC Far East EX Japan,קסם MSCI AC Far East EX Japan (4D) ETF,קסם.ס69,ETF Fund - Equity,1733,KSM-F69.TA
1145879,KSM.F9,IL0011458796,IL0011458796,True,KSM ETF (4D) DJ Health Care Titans 30,קסם DJ Health Care Titans 30 (4D) ETF,קסם.ס9,ETF Fund - Equity,1733,KSM-F9.TA
1145887,KSM.F10,IL0011458879,IL0011458879,True,KSM ETF (4D) ISE Clean Edge Water,קסם ISE Clean Edge Water (4D) ETF,קסם.ס10,ETF Fund - Equity,1733,KSM-F10.TA
1145903,KSM.F12,IL0011459034,IL0011459034,True,KSM ETF (4D) S&P Energy,קסם S&P Energy (4D) ETF,קסם.ס12,ETF Fund - Equity,1733,KSM-F12.TA
1145911,KSM.F13,IL0011459117,IL0011459117,True,KSM ETF (4A) Tel-Div IL,קסם 4A) ETF) תל דיב,קסם.ס13,ETF Fund - Equity,1733,KSM-F13.TA
1145929,KSM.F14,IL0011459299,IL0011459299,True,KSM ETF (4D) Bloomberg Brent Crude Future,קסם ETFי (4D) חוזה Bloomberg Brent Crude,קסם.ס14,ETF - Bonds,1733,KSM-F14.TA
